ZIP_Code,Restaurant_Name,Rating,Review_Count,Price_Level,Latitude,Longitude,Category,Neighborhood,Address,Price_Label,Rating_Category,Review_Volume,Restaurants_in_ZIP,ZIP_Avg_Rating,Restaurants_in_Neighborhood,Neighborhood_Avg_Rating,Market_Saturation_Index,Market_Opportunity
90210,Spago,4.5,1752,4.0,34.067647,-118.397572,Catering Service,Beverly Hills,"176 N Canon Dr, Beverly Hills, CA 90210, USA",$$$$,Excellent (4.5+),High Volume (1000+),18,4.388888888888889,20,4.3950000000000005,0.891,Standard Market
90210,Cipriani Beverly Hills,3.7,302,,34.068398,-118.403577,Bar,Beverly Hills,"362 N Camden Dr, Beverly Hills, CA 90210, USA",Unknown,Good (3.5-3.9),Low Volume (100-499),18,4.388888888888889,20,4.3950000000000005,0.891,Standard Market
90210,Wally'S Beverly Hills,4.3,1352,3.0,34.071309,-118.401927,Food,Beverly Hills,"447 N Canon Dr, Beverly Hills, CA 90210, USA",$$$,Very Good (4.0-4.4),High Volume (1000+),18,4.388888888888889,20,4.3950000000000005,0.891,Standard Market
90210,Il Fornaio,4.3,1249,2.0,34.068526,-118.400838,Food,Beverly Hills,"301 N Beverly Dr, Beverly Hills, CA 90210, USA",$$,Very Good (4.0-4.4),High Volume (1000+),18,4.388888888888889,20,4.3950000000000005,0.891,Standard Market
90210,208 Rodeo,4.0,1228,2.0,34.067423,-118.400763,Food,Beverly Hills,"208 N Rodeo Dr, Beverly Hills, CA 90210, USA",$$,Very Good (4.0-4.4),High Volume (1000+),18,4.388888888888889,20,4.3950000000000005,0.891,Standard Market
90210,"Crustacean Restaurant Beverly Hills, Ca - Brunch, Lunch & Fine Dining",4.4,1057,3.0,34.069155,-118.406032,Food,Beverly Hills,"468 N Bedford Dr, Beverly Hills, CA 90210, USA",$$$,Very Good (4.0-4.4),High Volume (1000+),18,4.388888888888889,20,4.3950000000000005,0.891,Standard Market
90212,Ocean Prime,4.5,1321,3.0,34.0674,-118.402523,Steak House,Beverly Hills,"9595 Wilshire Blvd, Beverly Hills, CA 90212, USA",$$$,Excellent (4.5+),High Volume (1000+),1,4.5,20,4.3950000000000005,0.39,High Value Target
90211,Il Cielo,4.4,789,3.0,34.071839,-118.388383,Wedding Venue,Beverly Hills,"9018 Burton Way, Beverly Hills, CA 90211, USA",$$$,Very Good (4.0-4.4),Medium Volume (500-999),1,4.4,20,4.3950000000000005,0.382,High Value Target
90210,Jade Beverly Hills,4.6,116,,34.071655,-118.402212,Food,Beverly Hills,"467 N Canon Dr, Beverly Hills, CA 90210, USA",Unknown,Excellent (4.5+),Low Volume (100-499),18,4.388888888888889,20,4.3950000000000005,0.891,Standard Market
90210,Espelette Beverly Hills,4.8,30,,34.066853,-118.41128,Food,Beverly Hills,"9850 Wilshire Blvd, Beverly Hills, CA 90210, USA",Unknown,Excellent (4.5+),Very Low Volume (<100),18,4.388888888888889,20,4.3950000000000005,0.891,Standard Market
90401,1212 Santa Monica,4.5,2723,2.0,34.017852,-118.499046,Night Club,Santa Monica,"1212 3rd Street Promenade, Santa Monica, CA 90401, USA",$$,Excellent (4.5+),High Volume (1000+),18,4.433333333333334,20,4.43,0.895,Standard Market
90401,The Surfing Fox,4.5,359,,34.011824,-118.494112,Food,Santa Monica,"120 Colorado Ave, Santa Monica, CA 90401, USA",Unknown,Excellent (4.5+),Low Volume (100-499),18,4.433333333333334,20,4.43,0.895,Standard Market
90401,Tar & Roses,4.7,1031,3.0,34.017949,-118.493009,Food,Santa Monica,"602 Santa Monica Blvd, Santa Monica, CA 90401, USA",$$$,Excellent (4.5+),High Volume (1000+),18,4.433333333333334,20,4.43,0.895,Standard Market
90401,The Albright,4.3,2677,2.0,34.009765,-118.496593,Bar,Santa Monica,"258 Santa Monica Pier, Santa Monica, CA 90401, USA",$$,Very Good (4.0-4.4),High Volume (1000+),18,4.433333333333334,20,4.43,0.895,Standard Market
90401,Water Grill,4.4,2593,3.0,34.014018,-118.497451,Food,Santa Monica,"1401 Ocean Ave, Santa Monica, CA 90401, USA",$$$,Very Good (4.0-4.4),High Volume (1000+),18,4.433333333333334,20,4.43,0.895,Standard Market
90401,The Curious Palate,4.6,715,2.0,34.014095,-118.493254,Food,Santa Monica,"395 Santa Monica Pl 3rd Floor, Santa Monica, CA 90401, USA",$$,Excellent (4.5+),Medium Volume (500-999),18,4.433333333333334,20,4.43,0.895,Standard Market
90401,Loulou Santa Monica,4.1,656,,34.01334,-118.494637,Night Club,Santa Monica,"395 Santa Monica Pl #300, Santa Monica, CA 90401, USA",Unknown,Very Good (4.0-4.4),Medium Volume (500-999),18,4.433333333333334,20,4.43,0.895,Standard Market
90401,Élephante,4.3,2824,,34.015245,-118.498,Food,Santa Monica,"1332 2nd St Rooftop, Santa Monica, CA 90401, USA",Unknown,Very Good (4.0-4.4),High Volume (1000+),18,4.433333333333334,20,4.43,0.895,Standard Market
90403,The Penthouse,4.4,925,3.0,34.018703,-118.501298,Food,Santa Monica,"1111 2nd St, Santa Monica, CA 90403, USA",$$$,Very Good (4.0-4.4),Medium Volume (500-999),2,4.4,20,4.43,0.412,High Value Target
90401,Meat On Ocean,4.4,2520,3.0,34.012819,-118.496101,Steak House,Santa Monica,"1501 Ocean Ave, Santa Monica, CA 90401, USA",$$$,Very Good (4.0-4.4),High Volume (1000+),18,4.433333333333334,20,4.43,0.895,Standard Market
90401,Uovo | Santa Monica,4.6,1664,2.0,34.015747,-118.498274,Food,Santa Monica,"1320 2nd St Ste A, Santa Monica, CA 90401, USA",$$,Excellent (4.5+),High Volume (1000+),18,4.433333333333334,20,4.43,0.895,Standard Market
90401,Sugar Palm Santa Monica,4.5,90,,34.008046,-118.490365,Night Club,Santa Monica,"1819 Ocean Ave, Santa Monica, CA 90401, USA",Unknown,Excellent (4.5+),Very Low Volume (<100),18,4.433333333333334,20,4.43,0.895,Standard Market
90401,The Lobster,4.3,2724,3.0,34.011064,-118.494996,Food,Santa Monica,"1602 Ocean Ave, Santa Monica, CA 90401, USA",$$$,Very Good (4.0-4.4),High Volume (1000+),18,4.433333333333334,20,4.43,0.895,Standard Market
90401,The Misfit Bar & Restaurant,4.5,2814,2.0,34.015445,-118.496672,Night Club,Santa Monica,"225 Santa Monica Blvd, Santa Monica, CA 90401, USA",$$,Excellent (4.5+),High Volume (1000+),18,4.433333333333334,20,4.43,0.895,Standard Market
90401,Ivy At The Shore,4.3,1046,3.0,34.012197,-118.495421,Food,Santa Monica,"1535 Ocean Ave, Santa Monica, CA 90401, USA",$$$,Very Good (4.0-4.4),High Volume (1000+),18,4.433333333333334,20,4.43,0.895,Standard Market
90401,Massilia,4.4,824,2.0,34.015628,-118.493924,Bar,Santa Monica,"1445 4th St, Santa Monica, CA 90401, USA",$$,Very Good (4.0-4.4),Medium Volume (500-999),18,4.433333333333334,20,4.43,0.895,Standard Market
90401,Sol Agave - Santa Monica,4.6,721,2.0,34.009256,-118.491748,Food,Santa Monica,"1733 Ocean Ave, Santa Monica, CA 90401, USA",$$,Excellent (4.5+),Medium Volume (500-999),18,4.433333333333334,20,4.43,0.895,Standard Market
90403,La Puglia,4.4,445,2.0,34.028887,-118.486588,Food,Santa Monica,"1621 Wilshire Blvd, Santa Monica, CA 90403, USA",$$,Very Good (4.0-4.4),Low Volume (100-499),2,4.4,20,4.43,0.412,High Value Target
90401,Blue Plate Oysterette,4.4,1402,2.0,34.014468,-118.49821,Bar,Santa Monica,"1355 Ocean Ave, Santa Monica, CA 90401, USA",$$,Very Good (4.0-4.4),High Volume (1000+),18,4.433333333333334,20,4.43,0.895,Standard Market
90401,North Italia,4.4,2122,2.0,34.013874,-118.496247,Wine Bar,Santa Monica,"1442 2nd St, Santa Monica, CA 90401, USA",$$,Very Good (4.0-4.4),High Volume (1000+),18,4.433333333333334,20,4.43,0.895,Standard Market
90028,Jemma Hollywood,4.6,170,2.0,34.102441,-118.326895,Point Of Interest,Hollywood,"1717 Vine St, Los Angeles, CA 90028, USA",$$,Excellent (4.5+),Low Volume (100-499),14,4.421428571428572,20,4.43,0.774,Moderate Value Target
90068,Yamashiro Hollywood,4.3,5106,3.0,34.10576,-118.342093,Bar,Hollywood,"1999 N Sycamore Ave, Los Angeles, CA 90068, USA",$$$,Very Good (4.0-4.4),High Volume (1000+),2,4.4,20,4.43,0.412,High Value Target
90028,Mel'S Drive-In Hollywood,4.2,4042,2.0,34.100897,-118.338354,Bar,Hollywood,"1660 Highland Ave, Los Angeles, CA 90028, USA",$$,Very Good (4.0-4.4),High Volume (1000+),14,4.421428571428572,20,4.43,0.774,Moderate Value Target
90028,Musso & Frank Grill,4.6,3578,3.0,34.101753,-118.335361,Steak House,Hollywood,"6667 Hollywood Blvd, Hollywood, CA 90028, USA",$$$,Excellent (4.5+),High Volume (1000+),14,4.421428571428572,20,4.43,0.774,Moderate Value Target
90028,Running Goose,4.5,708,2.0,34.100536,-118.329328,Point Of Interest,Hollywood,"1620 N Cahuenga Blvd, Los Angeles, CA 90028, USA",$$,Excellent (4.5+),Medium Volume (500-999),14,4.421428571428572,20,4.43,0.774,Moderate Value Target
90028,Status Hollywood,4.1,162,2.0,34.100232,-118.329278,Point Of Interest,Hollywood,"1612 N Cahuenga Blvd, Los Angeles, CA 90028, USA",$$,Very Good (4.0-4.4),Low Volume (100-499),14,4.421428571428572,20,4.43,0.774,Moderate Value Target
90028,The Hollywood Rooftop Restaurant & Bar By Madame Tussauds,4.6,153,2.0,34.101717,-118.341569,Point Of Interest,Hollywood,"6933 Hollywood Blvd, Los Angeles, CA 90028, USA",$$,Excellent (4.5+),Low Volume (100-499),14,4.421428571428572,20,4.43,0.774,Moderate Value Target
90028,Superba Food + Bread Hollywood,4.6,516,2.0,34.09775,-118.332621,Point Of Interest,Hollywood,"6530 W Sunset Blvd, Los Angeles, CA 90028, USA",$$,Excellent (4.5+),Medium Volume (500-999),14,4.421428571428572,20,4.43,0.774,Moderate Value Target
90048,The Henry,4.5,949,3.0,34.076113,-118.383274,Coffee Shop,Hollywood,"120 N Robertson Blvd, Los Angeles, CA 90048, USA",$$$,Excellent (4.5+),Medium Volume (500-999),2,4.5,20,4.43,0.42,High Value Target
90038,Providence,4.7,1092,4.0,34.08367,-118.330025,Point Of Interest,Hollywood,"5955 Melrose Ave, Los Angeles, CA 90038, USA",$$$$,Excellent (4.5+),High Volume (1000+),2,4.550000000000001,20,4.43,0.424,High Value Target
90028,25 Degrees,4.2,1271,2.0,34.101358,-118.341947,Bar And Grill,Hollywood,"7000 Hollywood Blvd, Los Angeles, CA 90028, USA",$$,Very Good (4.0-4.4),High Volume (1000+),14,4.421428571428572,20,4.43,0.774,Moderate Value Target
90028,Lemon Grove,4.4,147,,34.102362,-118.327316,Bar,Hollywood,"1717 Vine St Floor 6, Los Angeles, CA 90028, USA",Unknown,Very Good (4.0-4.4),Low Volume (100-499),14,4.421428571428572,20,4.43,0.774,Moderate Value Target
90028,Shirley Brasserie,4.3,45,,34.101002,-118.341686,Point Of Interest,Hollywood,"7000 Hollywood Blvd, Hollywood, CA 90028, USA",Unknown,Very Good (4.0-4.4),Very Low Volume (<100),14,4.421428571428572,20,4.43,0.774,Moderate Value Target
90038,Petit Trois,4.4,1009,3.0,34.084162,-118.338189,Bar,Hollywood,"718 Highland Ave, Los Angeles, CA 90038, USA",$$$,Very Good (4.0-4.4),High Volume (1000+),2,4.550000000000001,20,4.43,0.424,High Value Target
90068,Clark Street Diner,4.5,781,2.0,34.105415,-118.323853,Point Of Interest,Hollywood,"6145 Franklin Ave, Los Angeles, CA 90068, USA",$$,Excellent (4.5+),Medium Volume (500-999),2,4.4,20,4.43,0.412,High Value Target
90046,El Compadre Restaurant Of Hollywood,4.3,2266,2.0,34.097788,-118.352236,Bar And Grill,Hollywood,"7408 W Sunset Blvd, Los Angeles, CA 90046, USA",$$,Very Good (4.0-4.4),High Volume (1000+),5,4.4399999999999995,20,4.43,0.505,High Value Target
90028,Mr.Tempo Cantina,4.5,1355,2.0,34.101425,-118.336754,Point Of Interest,Hollywood,"6714 Hollywood Blvd, Los Angeles, CA 90028, USA",$$,Excellent (4.5+),High Volume (1000+),14,4.421428571428572,20,4.43,0.774,Moderate Value Target
90028,Mother Wolf,4.3,776,,34.099424,-118.33131,Point Of Interest,Hollywood,"1545 Wilcox Ave, Los Angeles, CA 90028, USA",Unknown,Very Good (4.0-4.4),Medium Volume (500-999),14,4.421428571428572,20,4.43,0.774,Moderate Value Target
90028,St Felix Hollywood,4.3,642,2.0,34.099986,-118.329391,Night Club,Hollywood,"1602 N Cahuenga Blvd, Hollywood, CA 90028, USA",$$,Very Good (4.0-4.4),Medium Volume (500-999),14,4.421428571428572,20,4.43,0.774,Moderate Value Target
90028,Elbow Room,4.7,710,2.0,34.100927,-118.329276,Bar And Grill,Hollywood,"1634 N Cahuenga Blvd, Los Angeles, CA 90028, USA",$$,Excellent (4.5+),Medium Volume (500-999),14,4.421428571428572,20,4.43,0.774,Moderate Value Target
90069,La Boheme,4.6,1655,2.0,34.090414,-118.37365,Bar,West Hollywood,"8400 Santa Monica Blvd, West Hollywood, CA 90069, USA",$$,Excellent (4.5+),High Volume (1000+),15,4.38,20,4.404999999999999,0.8,Moderate Value Target
90069,Bottega Louie Weho,4.4,1118,3.0,34.083923,-118.384983,Food,West Hollywood,"8936 Santa Monica Blvd, West Hollywood, CA 90069, USA",$$$,Very Good (4.0-4.4),High Volume (1000+),15,4.38,20,4.404999999999999,0.8,Moderate Value Target
90069,Merois | West Hollywood,4.6,321,,34.094632,-118.373579,Food,West Hollywood,"8430 W Sunset Blvd, West Hollywood, CA 90069, USA",Unknown,Excellent (4.5+),Low Volume (100-499),15,4.38,20,4.404999999999999,0.8,Moderate Value Target
90069,"The Butcher, The Baker, The Cappuccino Maker",4.4,2348,2.0,34.092133,-118.38058,Bakery,West Hollywood,"8653 W Sunset Blvd, West Hollywood, CA 90069, USA",$$,Very Good (4.0-4.4),High Volume (1000+),15,4.38,20,4.404999999999999,0.8,Moderate Value Target
90048,Granville,4.5,1448,2.0,34.077156,-118.380687,Food,West Hollywood,"8701 Beverly Blvd, West Hollywood, CA 90048, USA",$$,Excellent (4.5+),High Volume (1000+),2,4.5,20,4.404999999999999,0.42,High Value Target
90069,Cecconi'S West Hollywood,4.4,1470,3.0,34.080505,-118.385041,Food,West Hollywood,"8764 Melrose Ave, West Hollywood, CA 90069, USA",$$$,Very Good (4.0-4.4),High Volume (1000+),15,4.38,20,4.404999999999999,0.8,Moderate Value Target
90069,Gracias Madre,4.5,4142,3.0,34.081023,-118.386966,Bar,West Hollywood,"8905 Melrose Ave, West Hollywood, CA 90069, USA",$$$,Excellent (4.5+),High Volume (1000+),15,4.38,20,4.404999999999999,0.8,Moderate Value Target
90069,Weho Bistro,4.5,979,2.0,34.090445,-118.376132,Bar And Grill,West Hollywood,"1040 N La Cienega Blvd, West Hollywood, CA 90069, USA",$$,Excellent (4.5+),Medium Volume (500-999),15,4.38,20,4.404999999999999,0.8,Moderate Value Target
90069,Sur Restaurant And Lounge,4.2,3616,3.0,34.081229,-118.385309,Night Club,West Hollywood,"606-614 N Robertson Blvd, West Hollywood, CA 90069, USA",$$$,Very Good (4.0-4.4),High Volume (1000+),15,4.38,20,4.404999999999999,0.8,Moderate Value Target
90046,Robby'S West Hollywood,4.8,107,,34.08967,-118.34473,Food,West Hollywood,"7100 Santa Monica Blvd #150, West Hollywood, CA 90046, USA",Unknown,Excellent (4.5+),Low Volume (100-499),5,4.4399999999999995,20,4.404999999999999,0.505,High Value Target
90069,Saddle Ranch Chop House,4.3,3612,2.0,34.095659,-118.372355,Steak House,West Hollywood,"8371 W Sunset Blvd, West Hollywood, CA 90069, USA",$$,Very Good (4.0-4.4),High Volume (1000+),15,4.38,20,4.404999999999999,0.8,Moderate Value Target
90069,Saltie Girl,4.4,235,,34.092576,-118.379496,Food,West Hollywood,"8615 W Sunset Blvd, West Hollywood, CA 90069, USA",Unknown,Very Good (4.0-4.4),Low Volume (100-499),15,4.38,20,4.404999999999999,0.8,Moderate Value Target
90046,Electric Owl,4.4,548,2.0,34.097693,-118.353047,Bar,West Hollywood,"1451 N Gardner St, West Hollywood, CA 90046, USA",$$,Very Good (4.0-4.4),Medium Volume (500-999),5,4.4399999999999995,20,4.404999999999999,0.505,High Value Target
90069,Zinqué,4.3,956,2.0,34.081276,-118.382685,Wine Bar,West Hollywood,"8684 Melrose Ave, West Hollywood, CA 90069, USA",$$,Very Good (4.0-4.4),Medium Volume (500-999),15,4.38,20,4.404999999999999,0.8,Moderate Value Target
90069,Queen Violet Weho,4.3,311,2.0,34.089089,-118.377735,Food,West Hollywood,"8543 Santa Monica Blvd Suite 5, West Hollywood, CA 90069, USA",$$,Very Good (4.0-4.4),Low Volume (100-499),15,4.38,20,4.404999999999999,0.8,Moderate Value Target
90069,Great White,4.4,388,,34.080976,-118.387278,Food,West Hollywood,"8917 Melrose Ave, West Hollywood, CA 90069, USA",Unknown,Very Good (4.0-4.4),Low Volume (100-499),15,4.38,20,4.404999999999999,0.8,Moderate Value Target
90069,Nobu Los Angeles,4.3,1241,4.0,34.087152,-118.376604,Bar,West Hollywood,"903 N La Cienega Blvd, Los Angeles, CA 90069, USA",$$$$,Very Good (4.0-4.4),High Volume (1000+),15,4.38,20,4.404999999999999,0.8,Moderate Value Target
90046,Ysabel,4.2,1430,3.0,34.08859,-118.36178,Night Club,West Hollywood,"945 N Fairfax Ave, West Hollywood, CA 90046, USA",$$$,Very Good (4.0-4.4),High Volume (1000+),5,4.4399999999999995,20,4.404999999999999,0.505,High Value Target
90069,Catch La,4.1,3283,4.0,34.081446,-118.383678,Food,West Hollywood,"8715 Melrose Ave, West Hollywood, CA 90069, USA",$$$$,Very Good (4.0-4.4),High Volume (1000+),15,4.38,20,4.404999999999999,0.8,Moderate Value Target
90046,Jones,4.5,871,2.0,34.090882,-118.346423,Bar And Grill,West Hollywood,"7205 Santa Monica Blvd, West Hollywood, CA 90046, USA",$$,Excellent (4.5+),Medium Volume (500-999),5,4.4399999999999995,20,4.404999999999999,0.505,High Value Target
90291,The Waterfront Venice,4.3,1563,2.0,33.99508,-118.480767,Bar And Grill,Venice,"205 Ocean Front Walk, Venice, CA 90291, USA",$$,Very Good (4.0-4.4),High Volume (1000+),18,4.427777777777778,20,4.42,0.894,Standard Market
90291,The Butcher'S Daughter,4.4,2748,2.0,33.991658,-118.469208,Coffee Shop,Venice,"1205 Abbot Kinney Blvd, Venice, CA 90291, USA",$$,Very Good (4.0-4.4),High Volume (1000+),18,4.427777777777778,20,4.42,0.894,Standard Market
90291,Belles Beach House,4.3,1149,2.0,33.986987,-118.473086,Point Of Interest,Venice,"24 Windward Ave, Los Angeles, CA 90291, USA",$$,Very Good (4.0-4.4),High Volume (1000+),18,4.427777777777778,20,4.42,0.894,Standard Market
90291,Gjelina,4.2,1642,,33.990497,-118.464965,Point Of Interest,Venice,"1429 Abbot Kinney Blvd, Venice, CA 90291, USA",Unknown,Very Good (4.0-4.4),High Volume (1000+),18,4.427777777777778,20,4.42,0.894,Standard Market
90291,Ospi Venice,4.4,857,2.0,33.985111,-118.470412,Point Of Interest,Venice,"2025 Pacific Ave, Venice, CA 90291, USA",$$,Very Good (4.0-4.4),Medium Volume (500-999),18,4.427777777777778,20,4.42,0.894,Standard Market
90291,Fig Tree,4.3,2149,2.0,33.993398,-118.479237,Point Of Interest,Venice,"431, Ocean Front Walk, Venice, CA 90291, USA",$$,Very Good (4.0-4.4),High Volume (1000+),18,4.427777777777778,20,4.42,0.894,Standard Market
90291,Felix Trattoria,4.5,1401,4.0,33.992243,-118.471866,Point Of Interest,Venice,"1023 Abbot Kinney Blvd, Venice, CA 90291, USA",$$$$,Excellent (4.5+),High Volume (1000+),18,4.427777777777778,20,4.42,0.894,Standard Market
90291,Paloma Venice,4.2,224,,33.98903,-118.461863,Point Of Interest,Venice,"600 S Venice Blvd, Venice, CA 90291, USA",Unknown,Very Good (4.0-4.4),Low Volume (100-499),18,4.427777777777778,20,4.42,0.894,Standard Market
90291,Barrique Venice,4.6,689,3.0,33.993164,-118.474684,Wine Bar,Venice,"796 Main St, Venice, CA 90291, USA",$$$,Excellent (4.5+),Medium Volume (500-999),18,4.427777777777778,20,4.42,0.894,Standard Market
90291,Kassi Rooftop Venice Beach,4.1,58,,33.986959,-118.4725,Bar,Venice,"1697 Pacific Ave, Los Angeles, CA 90291, USA",Unknown,Very Good (4.0-4.4),Very Low Volume (<100),18,4.427777777777778,20,4.42,0.894,Standard Market
90292,Nalu Vida Venice Beach,4.4,626,2.0,33.97929,-118.46686,Bar,Venice,"1 Washington Blvd, Venice, CA 90292, USA",$$,Very Good (4.0-4.4),Medium Volume (500-999),3,4.433333333333334,20,4.42,0.445,High Value Target
90292,Hinano Cafe,4.6,1673,1.0,33.979491,-118.46657,Bar And Grill,Venice,"15 Washington Blvd, Venice, CA 90292, USA",$,Excellent (4.5+),High Volume (1000+),3,4.433333333333334,20,4.42,0.445,High Value Target
90292,The Venice Whaler,4.3,3150,2.0,33.978985,-118.46659,Bar And Grill,Venice,"10 Washington Blvd, Venice, CA 90292, USA",$$,Very Good (4.0-4.4),High Volume (1000+),3,4.433333333333334,20,4.42,0.445,High Value Target
90291,Wurstküche Restaurant Venice Beach,4.6,2072,2.0,33.999736,-118.46498,Bar And Grill,Venice,"625 Lincoln Blvd, Venice, CA 90291, USA",$$,Excellent (4.5+),High Volume (1000+),18,4.427777777777778,20,4.42,0.894,Standard Market
90291,Casablanca,4.5,1409,2.0,34.00165,-118.468005,Point Of Interest,Venice,"220 Lincoln Blvd, Los Angeles, CA 90291, USA",$$,Excellent (4.5+),High Volume (1000+),18,4.427777777777778,20,4.42,0.894,Standard Market
90291,The Venice Beach Bar & Kitchen,4.4,1193,2.0,33.994115,-118.479882,Bar And Grill,Venice,"323 Ocean Front Walk, Venice, CA 90291, USA",$$,Very Good (4.0-4.4),High Volume (1000+),18,4.427777777777778,20,4.42,0.894,Standard Market
90291,Chulita,4.5,720,2.0,33.99886,-118.47311,Night Club,Venice,"533 Rose Ave, Venice, CA 90291, USA",$$,Excellent (4.5+),Medium Volume (500-999),18,4.427777777777778,20,4.42,0.894,Standard Market
90291,Great White,4.5,2367,1.0,33.987732,-118.471793,Cafe,Venice,"1604 Pacific Ave, Venice, CA 90291, USA",$,Excellent (4.5+),High Volume (1000+),18,4.427777777777778,20,4.42,0.894,Standard Market
90291,Superba Food + Bread Venice,4.5,1593,3.0,33.996217,-118.456349,Coffee Shop,Venice,"1900 Lincoln Blvd, Venice, CA 90291, USA",$$$,Excellent (4.5+),High Volume (1000+),18,4.427777777777778,20,4.42,0.894,Standard Market
90291,Reunion Venice Beach,4.8,14,,33.988223,-118.473095,Point Of Interest,Venice,"73 Market St, Venice, CA 90291, USA",Unknown,Excellent (4.5+),Very Low Volume (<100),18,4.427777777777778,20,4.42,0.894,Standard Market
90013,Perch,4.4,7153,3.0,34.048996,-118.251411,Bar,Downtown La,"448 S Hill St, Los Angeles, CA 90013, USA",$$$,Very Good (4.0-4.4),High Volume (1000+),5,4.4399999999999995,20,4.43,0.505,High Value Target
90017,Bottega Louie,4.5,7409,3.0,34.047052,-118.256544,Coffee Shop,Downtown La,"700 S Grand Ave, Los Angeles, CA 90017, USA",$$$,Excellent (4.5+),High Volume (1000+),5,4.36,20,4.43,0.499,High Value Target
90017,Joey Dtla,4.7,3276,2.0,34.048017,-118.258051,Point Of Interest,Downtown La,"700 W 7th St Ste S430, Los Angeles, CA 90017, USA",$$,Excellent (4.5+),High Volume (1000+),5,4.36,20,4.43,0.499,High Value Target
90013,Maccheroni Republic,4.6,2930,2.0,34.050031,-118.248536,Point Of Interest,Downtown La,"332 S Broadway, Los Angeles, CA 90013, USA",$$,Excellent (4.5+),High Volume (1000+),5,4.4399999999999995,20,4.43,0.505,High Value Target
90017,Le Grand Restaurant,3.9,809,2.0,34.047184,-118.25701,Point Of Interest,Downtown La,"707 S Grand Ave, Los Angeles, CA 90017, USA",$$,Good (3.5-3.9),Medium Volume (500-999),5,4.36,20,4.43,0.499,High Value Target
90071,Water Grill,4.5,2131,3.0,34.04904,-118.254707,Point Of Interest,Downtown La,"544 S Grand Ave, Los Angeles, CA 90071, USA",$$$,Excellent (4.5+),High Volume (1000+),3,4.5,20,4.43,0.45,High Value Target
90015,Yard House,4.4,6793,2.0,34.04512,-118.2657,Bar And Grill,Downtown La,"800 W Olympic Blvd A-115, Los Angeles, CA 90015, USA",$$,Very Good (4.0-4.4),High Volume (1000+),4,4.475,20,4.43,0.478,High Value Target
90071,71Above,4.5,2644,4.0,34.051029,-118.254417,Point Of Interest,Downtown La,"633 W 5th St 71st floor, Los Angeles, CA 90071, USA",$$$$,Excellent (4.5+),High Volume (1000+),3,4.5,20,4.43,0.45,High Value Target
